;Gene;RNA;ID;Monomer;ID.1;Process;KO index
35;alr;EG10001_RNA;ALARACEBIOSYN-MONOMER;Metabolism;;;16
217;dfp;EG10004_RNA;EG10004-MONOMER;Metabolism;;;19
206;dcuB;EG10006_RNA;DCUB-MONOMER;Metabolism;;;20
444;hisM;EG10007_RNA;HISM-MONOMER;Metabolism;;;21
170;cydC;EG10012_RNA;CYDC-MONOMER;Metabolism;;;25
348;garL;EG10016_RNA;KDGALDOL-MONOMER;Metabolism;;;29
479;ispB;EG10017_RNA;OPPSYN-MONOMER;Metabolism;;;30
5;aceA;EG10022_RNA;ISOCIT-LYASE-MONOMER;Metabolism;;;34
6;aceB;EG10023_RNA;MALATE-SYNTHASE;Metabolism;;;35
7;aceE;EG10024_RNA;E1P-MONOMER;Metabolism;;;36
8;aceF;EG10025_RNA;E2P-MONOMER;Metabolism;;;37
9;ackA;EG10027_RNA;ACETATEKINA-MONOMER;Metabolism;;;39
18;add;EG10030_RNA;ADENODEAMIN-MONOMER;Metabolism;;;42
20;adhE;EG10031_RNA;ADHE-MONOMER;Metabolism;;;43
23;adk;EG10032_RNA;ADENYL-KIN-MONOMER;Metabolism;;;44
29;alaS;EG10034_RNA;ALAS-MONOMER;Metabolism;;;46
30;aldA;EG10035_RNA;LACTALDDEHYDROG-MONOMER;Metabolism;;;47
839;puuC;EG10036_RNA;ALDHDEHYDROG-MONOMER;Metabolism;;;48
41;amn;EG10039_RNA;AMP-NUCLEOSID-MONOMER;Metabolism;;;50
190;cysQ;EG10043_RNA;EG10043-MONOMER;Metabolism;;;54
43;ansA;EG10045_RNA;ANSA-MONOMER;Metabolism;;;56
44;ansB;EG10046_RNA;ANSB-MONOMER;Metabolism;;;57
46;apaH;EG10048_RNA;EG10048-MONOMER;Metabolism;;;59
48;appA;EG10049_RNA;APPA-MONOMER;Metabolism;;;60
51;apt;EG10051_RNA;ADENPRIBOSYLTRAN-MONOMER;Metabolism;;;62
53;araA;EG10052_RNA;ARABISOM-MONOMER;Metabolism;;;63
54;araB;EG10053_RNA;RIBULOKIN-MONOMER;Metabolism;;;64
55;araC;EG10054_RNA;PD00242;Transcription;Regulation;;65
56;araD;EG10055_RNA;RIBULPEPIM-MONOMER;Metabolism;;;66
57;araE;EG10056_RNA;ARAE-MONOMER;Metabolism;;;67
58;araF;EG10057_RNA;ARAF-MONOMER;Metabolism;;;68
59;araG;EG10058_RNA;ARAG-MONOMER;Metabolism;;;69
60;araH;EG10059_RNA;ARAH-MONOMER;Metabolism;;;70
61;arcA;EG10061_RNA;ARCA-MONOMER;Transcription;Regulation;;72
62;argA;EG10063_RNA;N-ACETYLTRANSFER-MONOMER;Metabolism;;;74
63;argB;EG10064_RNA;ACETYLGLUTKIN-MONOMER;Metabolism;;;75
64;argC;EG10065_RNA;N-ACETYLGLUTPREDUCT-MONOMER;Metabolism;;;76
65;argD;EG10066_RNA;ACETYLORNTRANSAM-MONOMER;Metabolism;;;77
67;argF;EG10067_RNA;CHAINF-MONOMER;Metabolism;;;78
68;argG;EG10068_RNA;ARGSUCCINSYN-MONOMER;Metabolism;;;79
70;argI;EG10069_RNA;CHAINI-MONOMER;Metabolism;;;80
72;argR;EG10070_RNA;PD00194;Transcription;Regulation;;81
73;argS;EG10071_RNA;ARGS-MONOMER;Metabolism;;;82
74;argT;EG10072_RNA;ARGT-MONOMER;Metabolism;;;83
77;aroA;EG10073_RNA;AROA-MONOMER;Metabolism;;;84
78;aroB;EG10074_RNA;AROB-MONOMER;Metabolism;;;85
79;aroC;EG10075_RNA;AROC-MONOMER;Metabolism;;;86
80;aroD;EG10076_RNA;AROD-MONOMER;Metabolism;;;87
81;aroE;EG10077_RNA;AROE-MONOMER;Metabolism;;;88
82;aroF;EG10078_RNA;AROF-MONOMER;Metabolism;;;89
83;aroG;EG10079_RNA;AROG-MONOMER;Metabolism;;;90
84;aroH;EG10080_RNA;AROH-MONOMER;Metabolism;;;91
85;aroK;EG10081_RNA;AROK-MONOMER;Metabolism;;;92
86;aroL;EG10082_RNA;AROL-MONOMER;Metabolism;;;93
87;aroP;EG10084_RNA;AROP-MONOMER;Metabolism;;;95
94;asd;EG10088_RNA;ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER;Metabolism;;;99
95;asnA;EG10091_RNA;ASNSYNA-MONOMER;Metabolism;;;102
96;asnB;EG10092_RNA;ASNSYNB-MONOMER;Metabolism;;;103
97;asnS;EG10094_RNA;ASNS-MONOMER;Metabolism;;;105
98;aspA;EG10095_RNA;ASPARTASE-MONOMER;Metabolism;;;106
99;aspC;EG10096_RNA;ASPAMINOTRANS-MONOMER;Metabolism;;;107
100;aspS;EG10097_RNA;ASPS-MONOMER;Metabolism;;;108
109;atpA;EG10098_RNA;ATPA-MONOMER;Metabolism;;;109
110;atpB;EG10099_RNA;ATPB-MONOMER;Metabolism;;;110
111;atpC;EG10100_RNA;ATPC-MONOMER;Metabolism;;;111
112;atpD;EG10101_RNA;ATPD-MONOMER;Metabolism;;;112
113;atpE;EG10102_RNA;ATPE-MONOMER;Metabolism;;;113
114;atpF;EG10103_RNA;ATPF-MONOMER;Metabolism;;;114
115;atpG;EG10104_RNA;ATPG-MONOMER;Metabolism;;;115
116;atpH;EG10105_RNA;ATPH-MONOMER;Metabolism;;;116
117;avtA;EG10107_RNA;VALINE-PYRUVATE-AMINOTRANSFER-MONOMER;Metabolism;;;118
121;betA;EG10109_RNA;CHD-MONOMER;Metabolism;;;120
122;betB;EG10110_RNA;BADH-MONOMER;Metabolism;;;121
123;betT;EG10112_RNA;BETT-MONOMER;Metabolism;;;123
124;bglF;EG10115_RNA;BGLF-MONOMER;Metabolism;;;126
126;bioA;EG10117_RNA;DAPASYN-MONOMER;Metabolism;;;128
127;bioB;EG10118_RNA;BIOTIN-SYN-MONOMER;Metabolism;;;129
128;bioC;EG10119_RNA;EG10119-MONOMER;Metabolism;;;130
129;bioD;EG10120_RNA;DETHIOBIOTIN-SYN-MONOMER;Metabolism;;;131
130;bioF;EG10121_RNA;7KAPSYN-MONOMER;Metabolism;;;132
131;bioH;EG10122_RNA;EG10122-MONOMER;Metabolism;;;133
132;birA;EG10123_RNA;BIOTINLIG-MONOMER;Metabolism;;;134
133;bisC;EG10124_RNA;EG10124-MONOMER;Metabolism;;;135
135;btuE;EG10129_RNA;BTUE-MONOMER;Metabolism;;;140
136;cadA;EG10131_RNA;LYSDECARBOX-MONOMER;Metabolism;;;142
137;cadB;EG10132_RNA;CADB-MONOMER;Metabolism;;;143
139;carA;EG10134_RNA;CARBPSYN-SMALL;Metabolism;;;145
140;carB;EG10135_RNA;CARBPSYN-LARGE;Metabolism;;;146
141;cdd;EG10137_RNA;CYTIDEAM-MONOMER;Metabolism;;;148
142;cdh;EG10138_RNA;CDPDIGLYPYPHOSPHA-MONOMER;Metabolism;;;149
143;cdsA;EG10139_RNA;CDPDIGLYSYN-MONOMER;Metabolism;;;150
145;cheR;EG10148_RNA;CHER-MONOMER;Metabolism;;;159
160;cpsB;EG10161_RNA;MANNPGUANYLTRANGDP-MONOMER;Metabolism;;;172
161;cpsG;EG10162_RNA;PHOSMANMUT-MONOMER;Metabolism;;;173
162;crp;EG10164_RNA;PD00257;Transcription;Regulation;;175
163;crr;EG10165_RNA;CRR-MONOMER;Metabolism;;;176
166;cyaA;EG10170_RNA;ADENYLATECYC-MONOMER;Metabolism;;;181
168;cydA;EG10173_RNA;CYDA-MONOMER;Metabolism;;;183
169;cydB;EG10174_RNA;CYDB-MONOMER;Metabolism;;;184
172;cynT;EG10176_RNA;CARBODEHYDRAT-MONOMER;Metabolism;;;186
173;cyoA;EG10178_RNA;CYOA-MONOMER;Metabolism;;;188
174;cyoB;EG10179_RNA;CYOB-MONOMER;Metabolism;;;189
175;cyoC;EG10180_RNA;CYOC-MONOMER;Metabolism;;;190
176;cyoD;EG10181_RNA;CYOD-MONOMER;Metabolism;;;191
177;cyoE;EG10182_RNA;HEMEOSYN-MONOMER;Metabolism;;;192
178;cysA;EG10183_RNA;CYSA-MONOMER;Metabolism;;;193
179;cysC;EG10185_RNA;ADENYLYLSULFKIN-MONOMER;Metabolism;;;195
180;cysD;EG10186_RNA;CYSD-MONOMER;Metabolism;;;196
181;cysE;EG10187_RNA;SERINE-O-ACETTRAN-MONOMER;Metabolism;;;197
182;cysG;EG10188_RNA;SIROHEMESYN-MONOMER;Metabolism;;;198
183;cysH;EG10189_RNA;PAPSSULFOTRANS-MONOMER;Metabolism;;;199
184;cysI;EG10190_RNA;BETACOMP-MONOMER;Metabolism;;;200
185;cysJ;EG10191_RNA;ALPHACOMP-MONOMER;Metabolism;;;201
186;cysK;EG10192_RNA;ACSERLYA-MONOMER;Metabolism;;;202
187;cysM;EG10193_RNA;ACSERLYB-MONOMER;Metabolism;;;203
188;cysN;EG10194_RNA;CYSN-MONOMER;Metabolism;;;204
189;cysP;EG10195_RNA;CYSP-MONOMER;Metabolism;;;205
191;cysS;EG10196_RNA;CYSS-MONOMER;Metabolism;;;206
192;cysU;EG10197_RNA;CYST-MONOMER;Metabolism;;;207
193;cysW;EG10198_RNA;CYSW-MONOMER;Metabolism;;;208
194;cytR;EG10200_RNA;PD04028;Transcription;Regulation;;209
197;dapA;EG10205_RNA;DIHYDRODIPICSYN-MONOMER;Metabolism;;;214
198;dapB;EG10206_RNA;DIHYDROPICRED-MONOMER;Metabolism;;;215
199;dapD;EG10207_RNA;MONOMER0-2001;Metabolism;;;216
200;dapE;EG10208_RNA;MONOMER0-1981;Metabolism;;;217
201;dapF;EG10209_RNA;DIAMINOPIMEPIM-MONOMER;Metabolism;;;218
209;ddlA;EG10213_RNA;DALADALALIGA-MONOMER;Metabolism;;;222
210;ddlB;EG10214_RNA;DALADALALIGB-MONOMER;Metabolism;;;223
4;accD;EG10217_RNA;CARBOXYL-TRANSFERASE-BETA-MONOMER;Metabolism;;;226
213;deoA;EG10219_RNA;DEOA-MONOMER;Metabolism;;;228
214;deoB;EG10220_RNA;PPENTOMUT-MONOMER;Metabolism;;;229
215;deoC;EG10221_RNA;DEOXYRIBOSE-P-ALD-MONOMER;Metabolism;;;230
216;deoD;EG10222_RNA;DEOD-MONOMER;Metabolism;;;231
218;dgkA;EG10224_RNA;DIACYLGLYKIN-MONOMER;Metabolism;;;233
220;dgt;EG10225_RNA;DGTPTRIPHYDRO-MONOMER;Metabolism;;;234
226;dld;EG10231_RNA;DLACTDEHYDROGFAD-MONOMER;Metabolism;;;240
228;dmsA;EG10232_RNA;DMSA-MONOMER;Metabolism;;;241
229;dmsB;EG10233_RNA;DMSB-MONOMER;Metabolism;;;242
230;dmsC;EG10234_RNA;DMSC-MONOMER;Metabolism;;;243
231;dnaA;EG10235_RNA;PD03831;Transcription;Regulation;;244
13;acpS;EG10247_RNA;HOLO-ACP-SYNTH-MONOMER;Metabolism;;;256
232;dppA;EG10248_RNA;DPPA-MONOMER;Metabolism;;;257
237;dsdA;EG10249_RNA;DSERDEAM-MONOMER;Metabolism;;;258
240;dut;EG10251_RNA;DUTP-PYROP-MONOMER;Metabolism;;;260
245;eda;EG10256_RNA;KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER;Metabolism;;;265
246;edd;EG10257_RNA;PGLUCONDEHYDRAT-MONOMER;Metabolism;;;266
250;eno;EG10258_RNA;ENOLASE-MONOMER;Metabolism;;;267
251;entA;EG10259_RNA;ENTA-MONOMER;Metabolism;;;268
252;entC;EG10261_RNA;ENTC-MONOMER;Metabolism;;;270
253;entD;EG10262_RNA;ENTD-MONOMER;Metabolism;;;271
254;entE;EG10263_RNA;ENTE-MONOMER;Metabolism;;;272
542;lpxC;EG10265_RNA;UDPACYLGLCNACDEACETYL-MONOMER;Metabolism;;;274
264;fabA;EG10273_RNA;FABA-MONOMER;Metabolism;;;282
265;fabB;EG10274_RNA;FABB-MONOMER;Metabolism;;;283
3;accC;EG10276_RNA;BIOTIN-CARBOXYL-MONOMER;Metabolism;;;285
269;fabH;EG10277_RNA;FABH-MONOMER;Metabolism;;;286
272;fadA;EG10278_RNA;FADA-MONOMER;Metabolism;;;287
273;fadB;EG10279_RNA;FADB-MONOMER;Metabolism;;;288
279;fadL;EG10280_RNA;EG10280-MONOMER;Metabolism;;;289
282;fbaA;EG10282_RNA;FRUCTBISALD-CLASSII-MONOMER;Metabolism;;;291
284;fbp;EG10283_RNA;F16B-MONOMER;Metabolism;;;292
285;fdhF;EG10285_RNA;FORMATEDEHYDROGH-MONOMER;Metabolism;;;294
294;fes;EG10299_RNA;EG10299-MONOMER;Metabolism;;;308
543;lpxD;EG10316_RNA;UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO;Metabolism;;;325
296;fis;EG10317_RNA;PD00196;Transcription;Regulation;;326
302;fnr;EG10325_RNA;PD00197;Transcription;Regulation;;334
304;folA;EG10326_RNA;DIHYDROFOLATEREDUCT-MONOMER;Metabolism;;;335
306;folC;EG10327_RNA;FOLC-MONOMER;Metabolism;;;336
307;folD;EG10328_RNA;FOLD-MONOMER;Metabolism;;;337
315;frdA;EG10330_RNA;FUM-FLAVO;Metabolism;;;339
316;frdB;EG10331_RNA;FUM-FE-S;Metabolism;;;340
317;frdC;EG10332_RNA;FUM-MEMB1;Metabolism;;;341
318;frdD;EG10333_RNA;FUM-MEMB2;Metabolism;;;342
319;fre;EG10334_RNA;FMNREDUCT-MONOMER;Metabolism;;;343
325;ftsW;EG10344_RNA;EG10344-MONOMER;Metabolism;;;353
326;fucA;EG10348_RNA;FUCPALDOL-MONOMER;Metabolism;;;357
327;fucI;EG10349_RNA;FUCISOM-MONOMER;Metabolism;;;358
328;fucK;EG10350_RNA;FUCULOKIN-MONOMER;Metabolism;;;359
329;fucO;EG10351_RNA;LACTALDREDUCT-MONOMER;Metabolism;;;360
330;fucP;EG10352_RNA;FUCP-MONOMER;Metabolism;;;361
331;fucU;EG10355_RNA;EG10355-MONOMER;Metabolism;;;363
332;fumA;EG10356_RNA;FUMA-MONOMER;Metabolism;;;364
333;fumB;EG10357_RNA;FUMB-MONOMER;Metabolism;;;365
334;fumC;EG10358_RNA;FUMC-MONOMER;Metabolism;;;366
337;gabT;EG10361_RNA;GABATRANSAM-MONOMER;Metabolism;;;369
341;galE;EG10362_RNA;UDPGLUCEPIM-MONOMER;Metabolism;;;370
342;galK;EG10363_RNA;GALACTOKIN-MONOMER;Metabolism;;;371
345;galT;EG10366_RNA;GALACTURIDYLYLTRANS-MONOMER;Metabolism;;;374
346;gapA;EG10367_RNA;GAPDH-A-MONOMER;Metabolism;;;375
255;epd;EG10368_RNA;ERYTH4PDEHYDROG-MONOMER;Metabolism;;;376
483;ispG;EG10370_RNA;EG10370-MONOMER;Metabolism;;;378
355;gdhA;EG10372_RNA;GDHA-MONOMER;Metabolism;;;380
365;glgC;EG10379_RNA;GLUC1PADENYLTRANS-MONOMER;Metabolism;;;387
368;glmS;EG10382_RNA;L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER;Metabolism;;;390
370;glnA;EG10383_RNA;GLUTAMINESYN-MONOMER;Metabolism;;;391
371;glnH;EG10386_RNA;GLNH-MONOMER;Metabolism;;;394
372;glnP;EG10388_RNA;GLNP-MONOMER;Metabolism;;;396
373;glnQ;EG10389_RNA;GLNQ-MONOMER;Metabolism;;;397
374;glnS;EG10390_RNA;GLNS-MONOMER;Metabolism;;;398
377;glpA;EG10391_RNA;ANGLYC3PDEHYDROGSUBUNITA-MONOMER;Metabolism;;;399
378;glpB;EG10392_RNA;ANGLYC3PDEHYDROGSUBUNITB-MONOMER;Metabolism;;;400
379;glpC;EG10393_RNA;ANGLYC3PDEHYDROGSUBUNITC-MONOMER;Metabolism;;;401
380;glpD;EG10394_RNA;AERGLYC3PDEHYDROG-MONOMER;Metabolism;;;402
381;glpE;EG10395_RNA;EG10395-MONOMER;Metabolism;;;403
382;glpF;EG10396_RNA;GLPF-MONOMER;Metabolism;;;404
383;glpK;EG10398_RNA;GLYCEROL-KIN-MONOMER;Metabolism;;;406
384;glpQ;EG10399_RNA;GLYCPDIESTER-PERI-MONOMER;Metabolism;;;407
386;gltA;EG10402_RNA;CITSYN-MONOMER;Metabolism;;;410
387;gltB;EG10403_RNA;GLUSYNLARGE-MONOMER;Metabolism;;;411
388;gltD;EG10404_RNA;GLUSYNSMALL-MONOMER;Metabolism;;;412
393;gltP;EG10405_RNA;GLTP-MONOMER;Metabolism;;;413
394;gltX;EG10407_RNA;GLURS-MONOMER;Metabolism;;;415
397;glyA;EG10408_RNA;GLYOHMETRANS-MONOMER;Metabolism;;;416
398;glyQ;EG10409_RNA;GLYQ-MONOMER;Metabolism;;;417
399;glyS;EG10410_RNA;GLYS-MONOMER;Metabolism;;;418
402;gnd;EG10411_RNA;6PGLUCONDEHYDROG-MONOMER;Metabolism;;;419
405;gor;EG10412_RNA;GLUTATHIONE-REDUCT-NADPH-MONOMER;Metabolism;;;420
408;gpp;EG10413_RNA;PPPGPPHYDRO-MONOMER;Metabolism;;;421
410;gpt;EG10414_RNA;GPT-MONOMER;Metabolism;;;422
411;gshA;EG10418_RNA;GLUTCYSLIG-MONOMER;Metabolism;;;426
412;gshB;EG10419_RNA;GLUTATHIONE-SYN-MONOMER;Metabolism;;;427
419;guaA;EG10420_RNA;GMP-SYN-MONOMER;Metabolism;;;428
420;guaB;EG10421_RNA;IMP-DEHYDROG-MONOMER;Metabolism;;;429
421;guaC;EG10422_RNA;GMP-REDUCT-MONOMER;Metabolism;;;430
425;hdhA;EG10425_RNA;7-ALPHA-HYDROXYSTEROID-DEH-MONOMER;Metabolism;;;433
426;hemA;EG10427_RNA;GLUTRNAREDUCT-MONOMER;Metabolism;;;435
427;hemB;EG10428_RNA;PORPHOBILSYNTH-MONOMER;Metabolism;;;436
428;hemC;EG10429_RNA;OHMETHYLBILANESYN-MONOMER;Metabolism;;;437
429;hemD;EG10430_RNA;UROGENIIISYN-MONOMER;Metabolism;;;438
433;hemL;EG10432_RNA;GSAAMINOTRANS-MONOMER;Metabolism;;;440
463;ihfA;EG10440_RNA;PD00347;Transcription;Regulation;;448
464;ihfB;EG10441_RNA;PD00348;Transcription;Regulation;;449
435;hisA;EG10444_RNA;PRIBFAICARPISOM-MONOMER;Metabolism;;;452
436;hisB;EG10445_RNA;IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER;Metabolism;;;453
437;hisC;EG10446_RNA;HISTPHOSTRANS-MONOMER;Metabolism;;;454
438;hisD;EG10447_RNA;HISTDEHYD-MONOMER;Metabolism;;;455
439;hisF;EG10448_RNA;CYCLASE-MONOMER;Metabolism;;;456
440;hisG;EG10449_RNA;ATPPHOSRIBOSTRANS-MONOMER;Metabolism;;;457
441;hisH;EG10450_RNA;GLUTAMIDOTRANS-MONOMER;Metabolism;;;458
442;hisI;EG10451_RNA;HISTCYCLOPRATPPHOS;Metabolism;;;459
445;hisP;EG10452_RNA;HISP-MONOMER;Metabolism;;;460
447;hisS;EG10453_RNA;HISS-MONOMER;Metabolism;;;461
448;hns;EG10457_RNA;PD00288;Transcription;Regulation;;465
546;lpxL;EG10464_RNA;LAUROYLACYLTRAN-MONOMER;Metabolism;;;472
881;ribB;EG10465_RNA;DIOHBUTANONEPSYN-MONOMER;Metabolism;;;473
450;hycB;EG10475_RNA;HYCBSMALL-MONOMER;Metabolism;;;483
451;hycC;EG10476_RNA;HYCC-MONOMER;Metabolism;;;484
452;hycD;EG10477_RNA;HYCD-MONOMER;Metabolism;;;485
453;hycE;EG10478_RNA;HYCELARGE-MONOMER;Metabolism;;;486
454;hycF;EG10479_RNA;HYCF-MONOMER;Metabolism;;;487
455;hycG;EG10480_RNA;HYCG-MONOMER;Metabolism;;;488
458;icd;EG10489_RNA;ISOCITDEH-SUBUNIT;Metabolism;;;497
71;argP;EG10490_RNA;EG10490-MONOMER;Transcription;Regulation;;498
465;ileS;EG10492_RNA;ILES-MONOMER;Metabolism;;;500
466;ilvA;EG10493_RNA;THREDEHYDSYN-MONOMER;Metabolism;;;501
467;ilvB;EG10494_RNA;LARGEILVB-MONOMER;Metabolism;;;502
468;ilvC;EG10495_RNA;KETOLREDUCTOISOM-MONOMER;Metabolism;;;503
469;ilvD;EG10496_RNA;DIHYDROXYACIDDEHYDRAT-MONOMER;Metabolism;;;504
470;ilvE;EG10497_RNA;BRANCHED-CHAINAMINOTRANSFER-MONOMER;Metabolism;;;505
472;ilvG_2;EG10498_RNA;LARGEILVG-MONOMER;Metabolism;;;506
473;ilvH;EG10499_RNA;ACETOLACTSYNIII-HCHAIN-MONOMER;Metabolism;;;507
474;ilvI;EG10500_RNA;ACETOLACTSYNIII-ICHAIN-MONOMER;Metabolism;;;508
475;ilvM;EG10501_RNA;SMALLILVM-MONOMER;Metabolism;;;509
476;ilvN;EG10502_RNA;SMALLILVN-MONOMER;Metabolism;;;510
478;ispA;EG10508_RNA;FPPSYN-MONOMER;Metabolism;;;516
486;katE;EG10509_RNA;HYDROPEROXIDII-MONOMER;Metabolism;;;517
487;katG;EG10511_RNA;HYDROPEROXIDI-MONOMER;Metabolism;;;519
490;kbl;EG10512_RNA;AKBLIG-MONOMER;Metabolism;;;520
493;kdpA;EG10513_RNA;EG10513-MONOMER;Metabolism;;;521
494;kdpB;EG10514_RNA;KDPB-MONOMER;Metabolism;;;522
495;kdpC;EG10515_RNA;EG10515-MONOMER;Metabolism;;;523
497;kdsA;EG10518_RNA;KDO-8PSYNTH-MONOMER;Metabolism;;;526
498;kdsB;EG10519_RNA;CPM-KDOSYNTH-MONOMER;Metabolism;;;527
1101;waaA;EG10520_RNA;KDOTRANS-MONOMER;Metabolism;;;528
503;kefC;EG10521_RNA;KEFC-MONOMER;Metabolism;;;529
506;lacA;EG10524_RNA;GALACTOACETYLTRAN-MONOMER;Metabolism;;;532
507;lacY;EG10526_RNA;LACY-MONOMER;Metabolism;;;534
508;lacZ;EG10527_RNA;BETAGALACTOSID-MONOMER;Metabolism;;;535
516;leuO;EG10531_RNA;PD00519;Transcription;Regulation;;539
517;leuS;EG10532_RNA;LEUS-MONOMER;Metabolism;;;540
518;lexA;EG10533_RNA;PD00205;Transcription;Regulation;;541
522;livF;EG10536_RNA;LIVF-MONOMER;Metabolism;;;544
523;livG;EG10537_RNA;LIVG-MONOMER;Metabolism;;;545
524;livH;EG10538_RNA;LIVH-MONOMER;Metabolism;;;546
525;livJ;EG10539_RNA;LIVJ-MONOMER;Metabolism;;;547
526;livK;EG10540_RNA;LIVK-MONOMER;Metabolism;;;548
527;livM;EG10541_RNA;LIVM-MONOMER;Metabolism;;;549
531;lpd;EG10543_RNA;E3-MONOMER;Metabolism;;;551
540;lpxA;EG10545_RNA;UDPNACETYLGLUCOSAMACYLTRANS-MONOMER;Metabolism;;;553
541;lpxB;EG10546_RNA;LIPIDADISACCHARIDESYNTH-MONOMER;Metabolism;;;554
551;lrp;EG10547_RNA;PD00353;Transcription;Regulation;;555
561;lysA;EG10549_RNA;DIAMINOPIMDECARB-MONOMER;Metabolism;;;557
562;lysC;EG10550_RNA;ASPKINIII-MONOMER;Metabolism;;;558
564;lysS;EG10552_RNA;LYSS-MONOMER;Metabolism;;;560
565;lysU;EG10553_RNA;LYSU-MONOMER;Metabolism;;;561
571;malP;EG10560_RNA;MALDEXPHOSPHORYL-MONOMER;Metabolism;;;568
572;malQ;EG10561_RNA;AMYLOMALT-MONOMER;Metabolism;;;569
573;malY;EG10564_RNA;EG10564-MONOMER;Metabolism;;;572
574;malZ;EG10565_RNA;MALTODEXGLUCOSID-MONOMER;Metabolism;;;573
575;manA;EG10566_RNA;MANNPISOM-MONOMER;Metabolism;;;574
576;manX;EG10567_RNA;MANX-MONOMER;Metabolism;;;575
577;manY;EG10568_RNA;MANY-MONOMER;Metabolism;;;576
578;manZ;EG10569_RNA;MANZ-MONOMER;Metabolism;;;577
579;mazG;EG10572_RNA;EG10572-MONOMER;Metabolism;;;580
582;mdh;EG10576_RNA;MALATE-DEHASE-MONOMER;Metabolism;;;584
590;menD;EG10579_RNA;MEND-MONOMER;Metabolism;;;587
595;metA;EG10581_RNA;HOMSUCTRAN-MONOMER;Metabolism;;;589
596;metB;EG10582_RNA;O-SUCCHOMOSERLYASE-MONOMER;Metabolism;;;590
597;metC;EG10583_RNA;CYSTATHIONINE-BETA-LYASE-MONOMER;Metabolism;;;591
